id,context,question,answer0,answer1,answer2,answer3,label,pred_bert,logits_bert,pred_roberta,logits_roberta
3XEIP58NL0LGGMYDCHAXMQ3N3Z3ZLJ##3FTOP5WARGMG5V2HV5RUPWJXU3X0J8##A1I72NHC21347A##Blog_1436210##q2_a1##3IV1AEQ4DTRAVP8XK4A7LPHZTDZJ84,"Whatever number the students picked out of the basket was the artwork they had to critique ( though if they picked thier own number , they would have to draw again ) . This critique had to be 4 paragraphs : describe , analyze , interpret and judge . This really helps the students look closely at the artwork . They get to see how the elements and principles work together in the artwork , as well as voicing their opinions on what the artwork is about and why they like or dislike the work .",What happened before the draw out of the basket ?,The students judged some artwork .,They voiced opinions on what the artwork was about .,They had to create artwork .,None of the above choices .,2,0,[ 2.43    1.3955 -1.2    -2.607 ],1,[-24.788204 -23.936256 -25.853764 -25.086634]
33CLA8O0MI9LE32QGPDM5AW4XT3FRK##3IKZ72A5B5E3LP8SDL27LANI9GANF4##A2KYOM2ZGYDJGT##Blog_422774##q1_a1##3KQC8JMJGE6S3M71KNCQIVT902N3HH,why is my drain a grub magnet ? why wo n't they go away ? how can i make them go away ? why do they want to kill themselves ?,Why does the writer want the grubs to go away ?,Because they do n't want them to kill themselves .,Because they are making the magnet stop working .,Because they are disgusting .,Because the drain is not a healthy home for a grub .,2,2,[-2.014  -1.765   1.6045 -1.438 ],0,[-21.236008 -31.751427 -24.288095 -23.87812 ]
3E9ZFLPWO064FFPZAU1ZPNJS7A1XI2##3EWIJTFFVRMNP4FW11S3KEUEXNA0E9##A2KYOM2ZGYDJGT##Blog_1287957##q1_a1##3HUR21WDDW3Q5F44ECN2BBDGX2RXYI,"I find an awful lot of pointlessness in that . Or maybe irony , i ca n't figure it out . It feels like a movie scene , me the disgruntled and easily walked over friend who sticks through everything even when she s getting fundamentally screwed by life , liberty , and the pursuit of happiness . A virgin being fundamentally screwed by her old good friend who no longer talks to her and the friend who wants forgiveness but never gets around to doing anything to make her worthy of such forgiveness .",Why am I the easily walked over friend who sticks through everything ?,Because I find an awful lot of pointlessness .,None of the above choices .,Because I am a virgin being fundamentally screwed .,Because I 'm very loyal .,3,1,[-4.96  -1.691 -5.387 -5.625],1,[-30.38114  -26.922186 -28.657497 -30.469807]
3UQVX1UPFSFDDF6FYHF01V1SFYD201##3C8HJ7UOP8S38OES2WHEBNE0GRAZMC##A2CMYWI1J292YJ##Blog_736906##q2_a1##3L2OEKSTWBO0QE3W64BAVCWN6KO8Y9,"Ok , so maybe that 's an exaggeration , but girl sure looked haggard . And it did n't help that she had BLONDEBLONDEBLONDE hair and intense red lipstick . Like Gwen Stefani ... but worse .",Why did I mention Gwen Stefani ?,I just met her .,I worship her blond hair .,She has blond hair and red lipstic .,None of the above choices .,2,0,[-0.7236 -5.41   -2.72   -0.7954],0,[-23.83379  -29.912872 -29.106838 -26.433332]
32W3UF2EZQZM4AFPY938H9OZ1H6C48##34FNN24DCPOKQGIOY8A98CILWZAY5B##A3GVXFBYAU9HP##Blog_679398##q1_a1##3L1EFR8WWVJU4S5B66P06NKIKQ09F8,"I probably sound a little desperate or something , but honestly , I feel calm , peaceful and patient about it . I know it will come in time , either with Brad or with someone else God has in mind . I just know that right now all I need to do is take what God is giving me and use it to give back to Him . I am just so grateful for where I am at in my life right now .","What do I think will come in time , either with Brad or someone else God has in mind ?","I think I will find a wife in time , either Brad or someone else God has in mind .","I think I will find a pastor in time , either Brad or someone else God has in mind .",None of the above choices .,"I think I will   have a fling with someone in time , either with Brad or someone else God has in mind .",2,0,[1.806  0.8467 0.7085 0.794 ],1,[-20.967945 -20.165499 -25.17469  -25.287374]
32W3UF2EZQZM4AFPY938H9OZ1H6C48##34FNN24DCPOKQGIOY8A98CILWZAY5B##A3GVXFBYAU9HP##Blog_679398##q1_a2##3INZSNUD824X68RFF0UAINHX8DK9DX,"I probably sound a little desperate or something , but honestly , I feel calm , peaceful and patient about it . I know it will come in time , either with Brad or with someone else God has in mind . I just know that right now all I need to do is take what God is giving me and use it to give back to Him . I am just so grateful for where I am at in my life right now .","What do I think will come in time , either with Brad or someone else God has in mind ?","I think I will find a pastor in time , either Brad or someone else God has in mind .",None of the above choices .,"I think I will   have a fling with someone in time , either with Brad or someone else God has in mind .","I think I will find a wife in time , either Brad or someone else God has in mind .",1,3,[0.8467 0.7085 0.794  1.806 ],0,[-20.165499 -25.17469  -25.287374 -20.967945]
363A7XIFV4KIBJ2ZETW4S6AGLIHVAS##3018Q3ZVOJOT4WJCVCXWGTH1DUHARR##A2LTOS0AZ3B28A##Blog_1546854##q2_a1##362E9TQF2J4TTTU9LK1V11JX4K3GIR,I ' ve never had a TV show to be excited about . I do n't think I ' ve ever watched a season premere on purpose EVER . I ' m just not a TV guy .,Will he watch the Premier ?,None of the above choices .,No he does n't like to watch premeires on purpose .,yes so he can tell people he watched the premier too .,"Yes , he will watch the premier because people are talking about it .",1,0,[-2.93 -4.54 -5.15 -3.57],0,[-25.959808 -26.189554 -29.459507 -26.148874]
3A520CCNWNY198GDJ37US2MULOCAE1##3G0WWMR1UWI0CEY1R1D1X9RWHMQQNH##A2LTOS0AZ3B28A##Blog_985120##q2_a1##34OWYT6U3YVEEJ717EVL9KXA09F9I4,The movie opened up all sorts of conversations which necessitated pausing the movie so I quit trying to write or read and just watched with them . Once Issac got out of the tub he joined us for part of the movie stopping to make more bags fly off the fans ( he has now tried nearly every bag in the house as well as the two parachutes we made . ) My hands are now very swollen and my other joints are giving me trouble so I just sit with the kids on my lap . Once that movie is over the younger two head to bed and Rachel and I settle in to watch part of Dr. Who .,Why was the child putting bags in front of the fan ?,He wanted to impress the other kids with his skills .,To see how they fly in the air flow .,None of the above choices .,He wanted to be annoying when he got out of the tub .,1,1,[-2.96   2.742 -3.258 -6.266],0,[-22.467928 -24.369331 -27.483116 -29.06772 ]
30P8I9JKOIJL5DQIJX5NKVUUTED5VD##3U5NZHP4LS0N26BBOQ3ZSK4QRLWHPO##A2MHM7JK1T9XHR##Blog_293009##q1_a1##39TX062QX32PPC7GPRUCLHH3OX9X3H,"Memorable coffee spills Yesterday morning , the alarm rang , and I struggled out of my bed , slapped the clock until it shut up , and staggered to the kitchen with my eyes half - shut . Dennis had left the coffee plugged in for me , so I got a cup , set it on the counter , and poured some coffee in it . That is , I intended for the coffee to go in the cup . Unfortunately , the cup was upside down , so I actually poured some coffee over the cup .",What may happen after I pour the coffee ?,I will plug in another coffee,None of the above choices .,I will spill a cup of coffee,I will wipe the coffee off the counter,3,2,[-5.742  -3.35   -0.5083 -4.39  ],2,[-28.095964 -26.272602 -21.680853 -24.857363]
30P8I9JKOIJL5DQIJX5NKVUUTED5VD##3U5NZHP4LS0N26BBOQ3ZSK4QRLWHPO##A2MHM7JK1T9XHR##Blog_293009##q1_a2##3G9UA71JVX86VB3EAZI17PL4I1H7J9,"Memorable coffee spills Yesterday morning , the alarm rang , and I struggled out of my bed , slapped the clock until it shut up , and staggered to the kitchen with my eyes half - shut . Dennis had left the coffee plugged in for me , so I got a cup , set it on the counter , and poured some coffee in it . That is , I intended for the coffee to go in the cup . Unfortunately , the cup was upside down , so I actually poured some coffee over the cup .",What may happen after I pour the coffee ?,I will pour another cup of coffee,None of the above choices .,I will spill a cup of coffee,I will plug in another coffee,0,2,[-3.691  -3.35   -0.5083 -5.742 ],2,[-27.407627 -26.272602 -21.680853 -28.095964]
30P8I9JKOIJL5DQIJX5NKVUUTED5VD##3U5NZHP4LS0N26BBOQ3ZSK4QRLWHPO##A2MHM7JK1T9XHR##Blog_293009##q2_a1##3OB6JN3A9S36E2TEMATZSY4LN75RMV,"Memorable coffee spills Yesterday morning , the alarm rang , and I struggled out of my bed , slapped the clock until it shut up , and staggered to the kitchen with my eyes half - shut . Dennis had left the coffee plugged in for me , so I got a cup , set it on the counter , and poured some coffee in it . That is , I intended for the coffee to go in the cup . Unfortunately , the cup was upside down , so I actually poured some coffee over the cup .",Why did I spill the coffee ?,Because my eyes were half shut,Because my alarm rang too early,Because I intended for coffee to go in the cup,None of the above choices .,0,3,[-4.766 -3.053 -5.84  -0.97 ],3,[-30.18156  -26.74073  -30.470009 -25.630089]
38DCH97KHH01749MM0F7FIERUDXQJA##3TEM0PF1Q6V3292PL95JMYOKP440D4##A1OPGPTQJ48XOY##Blog_223755##q1_a1##3UQVX1UPFUVS745MIFR0TTP087H02X,"There 's just one problem : Your part was the theory and mine was the practical stuff ! ! ! And do n't think I do n't feel sympathy towards ill people , but there is one little , annoying detail : Later that presentation day I met him and he was as okay as ever . I want to know , what his illness is , and if it is n't as bad as my agoraphobic panic attack ( which I got , because I was under stress in the presentation situation ) , I 'll make him regret the day he was born .",How do you feel about him and his illness ?,I sympathize with him about being sick because I also have an illness which is bad,I feel as though he may be pretending somewhat and making his illness out to be worse than it actually is,I think that his illness is serious and he needs a lot of help,I understand what he is going through and have empathy for his situation,1,2,[-2.291  1.751  3.246  2.996],3,[-23.350159 -13.490876 -17.542404 -10.951719]
3RWB1RTQDJLRNBCOVJ3RQNF395GP8V##3VE8AYVF8NVIIILO7JDO3DXNK7U8FS##A33PQXKQHFVF3V##Blog_177639##q1_a2##3Y3CZJSZ9M786V88UBCDBWTZ169R5N,"But the dorm is still the same ; my room even smells the same , although Martin 's room was unbeknownst to us randomly painted with glow in the dark paint , which was kind of creepy last night , but we fell asleep really quick .. Even if it was n't for long . -_-Anyway .",What could be the reason why Martin 's room had glow in the dark paint ?,Martin wanted his room to be just like yours .,Martin did n't want to scare anyone in the dark .,Martin wanted his room to be different .,Martin could n't figure out what else to do with it .,2,2,[-1.645   -0.6      0.04996 -0.3967 ],1,[-26.429232 -24.589365 -26.602217 -27.228683]
3S1WOPCJFI7R4QIOX7W7DZDL4VFJEF##3I02618YA3L72HG28MMY3XHPSRKUPC##AJ7NSZOAFP05U##Blog_1483896##q1_a1##3RKHNXPHGYA346LS5SBOIWZ26LWKUC,"Possum was doing his homework with Jess , Boo Boo was chucking a tantrum - so I took Beaver to our bedroom and had a long chat with him . I told him that , yes , he was the slowest runner in the school . But also the bravest . I told him that maybe he was n't great at soccer , but he 's a good actor . I explained to him that CP is part of his life , and we have to find a way to live with it . That everyone is different , and we all need to work out what we 're good at in life .",What may have been your reason for telling Beaver to move away from soccer ?,None of the above choices .,He had other skills that he was much better at .,I wanted Beaver to focus on school .,"He was a good runner , but he did n't understand the other skills that went into the game .",1,1,[-3.707  -0.0937 -0.3738 -0.92  ],3,[-26.784046 -24.063381 -21.120117 -20.832335]
34O39PNDK66V1MQABNRQMK5JITQBR9##3XCC1ODXDM9LRCQTK8UI6TW6H6PRQP##A1OPGPTQJ48XOY##Blog_645141##q1_a1##3NFWQRSHVGS9J2SJKCVAY465ORCGFZ,"Some time ago a bored co - worker asked me if I would rather die in a car crash or a plane crash . I said , "" What 's the movie on the plane ? "" Not too long ago I had a dream that the plane I was on was crashing into the sea . Everyone was screaming and freaking out . I just sat in my seat and said "" Oh , well .",What did your coworker say in response to your answer ?,She was annoyed that I did not continue the conversation well enough,She laughed at my joke and found it funny,She was upset that I did not take her question seriously,She was angry that I was making fun of her question by not respecting it enough to give a proper answer,1,2,[-1.916 -3.73  -1.243 -2.287],2,[-26.207418 -21.719776 -21.533554 -21.869677]
3CKVGCS3PG36IENDSWU6SDEWDMT0S7##37C0GNLMHG1YGKO4NYL0VZYB1DX6DT##A2KYOM2ZGYDJGT##Blog_794239##q1_a1##3OJX0UFJ01LJNA211VKZSNLLUZFU90,"I ' m never smoking again . I mean , I already know it 's bad yadda yadda yadda , I ' ve never been really big on it . But , after the Urinetown after - party , I am never ever smoking again . I only had like 2 fags , but it was uber - cold out and I was coming down with a respiratory infection at the same time . So I ended up having to nick my sis 's asthma puffer and use that so I could breathe .",What has the writer never really been big on ?,None of the above choices .,The Urinetown after - party,being uber - cold,using an asthma puffer,0,0,[-2.504 -4.508 -4.9   -2.68 ],3,[-25.833464 -27.11334  -29.43487  -21.70078 ]
3W3RSPVVGSPZUN436UBP5YO81QTLU3##3FTOP5WARGMG5V2HV5RUPWJXV7Y0JI##A1OPGPTQJ48XOY##Blog_751116##q1_a1##3GL25Y68458QBYFQV9ZRHGQ9OM1MXT,"Ok , so I kinda dropped the ball on the camping weekend , but I do have a brief email that I sent to mommy that outlines a few things , and I will write about what I can remember : We had a great weekend camping with Nana , Auntie Hanna , and Uncle Mike . We left on Friday right before nap time , and Jordan did okay in the car . Once we were on 81 South , we stopped for lunch , and he had a pickle burger , fruit , and some juice .",Why did you guys decide to leave right before nap time ?,None of the above choices .,We did n't want Jordan to sleep or we would have to wake him up to get him in the car,We wanted Jordan to be tired on the ride so he would sleep when we arrived,We wanted Jordan to be tired in the car so he would sleep during the ride,3,3,[-2.395  -2.197  -1.235  -0.9976],2,[-26.532408 -27.518381 -24.884228 -25.477325]
